RU_2350,AYQuJmzemi0,https://www.youtube.com/watch?v=AYQuJmzemi0,أربعة قتلى والعديد من الجرحى في غارة للطائرات الروسية على معمل للمخلل بخان السبل بريف إدلب,2015-10-07T13:20:41.000Z,SMART News Agency - وكالة سمارت للأنباء,Areha,اريحا,35.816461,36.61203,Four dead and several wounded after an air strike by Russian aircrafts on a pickle factory in Khan Al Sebel in Idlib province.,Alleged civilian casualties from Russian attacks
RU_2351,hNWul2H1t38,https://www.youtube.com/watch?v=hNWul2H1t38,تصوير لوصول صاروخ الطائرة الروسية للارض والحريق والدمار الذي يحدثه الصاروخ,2015-10-07T13:19:34.000Z,المركز الصحفي السوري-Syrian Press Centre,latamneh,اللطامنة,35.326749,36.621766,Footage shows the moment a rocket fired by a Russian aircraft lands on the ground and the fire and destruction resulted.,Alleged civilian casualties from Russian attacks
RU_2352,vcJOBeYOXD0,https://www.youtube.com/watch?v=vcJOBeYOXD0,لحظة إلقاء طيران العدوان الروسي للصواريخ التي استهدق بها أطراف مدينة ‫ معرة النعمان‬,2015-10-07T12:36:14.000Z,maara media center,Maret Numan,معرة النعمان,35.6478097,36.6679429,The moment Russian aircrafts dropped rockets targeting the outskirts of Maarat Al Nouman city.,Alleged civilian casualties from Russian attacks
RU_2353,LNohkLzKIO4,https://www.youtube.com/watch?v=LNohkLzKIO4,تصوير الصواريخ من لحظة إطلاقها للحظة سقوطها على شكل قنابل عنقودية متناثرة بالعشرات,2015-10-07T12:32:41.000Z,المركز الصحفي السوري-Syrian Press Centre,KafrZita,كفر زيتا,35.373461,36.601458,Filming rockets from the moment they were fired to the moment they landed in the form of dozens of scattered bombs.,Alleged civilian casualties from Russian attacks
RU_2354,aMl5y6dtNMs,https://www.youtube.com/watch?v=aMl5y6dtNMs,الطيران الحربي الروسي يجدد قصفه لمدينة اللطامنة بريف حماة 7 10 2015,2015-10-07T12:05:03.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian warplanes renew shelling on the Lattameneh city of Hama province.,Alleged civilian casualties from Russian attacks
RU_2355,8kGQlb6zFOs,https://www.youtube.com/watch?v=8kGQlb6zFOs,شهبا برس || اللحظات الاولى لقصف الطيران الحربي على مدينة عندان بريف حلب الشمالي,2015-10-07T11:19:53.000Z,وكالة شهبا برس Shahba Press Agency,Anadan,عندان,36.2924395,37.041918,Shahba Press || First moments after shelling by warplanes on the Anadan city of Aleppo northern countryside.,Alleged civilian casualties from Russian attacks
RU_2356,2ugfwQvsO38,https://www.youtube.com/watch?v=2ugfwQvsO38,عدسة ناشط تحليق مكثف لطيران النقل الروسي في أجواء ريف حلب الغربي 2015/10/07,2015-10-07T10:36:42.000Z,Mohammed Rasoul,ALEPPO,حلب,36.2065528,37.0785454,Activist's lense: Intensified hovering by Russian cargo planes in the air space of Aleppo western countryside.,Alleged civilian casualties from Russian attacks
RU_2357,7-EjpzmvcyY,https://www.youtube.com/watch?v=7-EjpzmvcyY,مكان الغارة الروسية على طريق بابيلا - خان السبل شما معرة النعمان 7-10-2015,2015-10-07T10:22:40.000Z,maara media center,Maret Numan,معرة النعمان,35.6478097,36.6679429,The place hit by a Russian air strike on the Babbila-Khan Al Sebel road north of Maarat Al Nouman. ,Alleged civilian casualties from Russian attacks
RU_2358,mDp8t3LsKY4,https://www.youtube.com/watch?v=mDp8t3LsKY4,شهداء وجرحى بقصف الطيران الروسي على مدينة دارة عزة بريف حلب الغربي,2015-10-07T10:03:11.000Z,ShaamNetwork S.N.N,Darat Izzah,دارة عزة,36.2833397,36.8499899,Dead and wounded by shelling from Russian aircrafts on the Daret Izzah city of Aleppo western countryside.,Alleged civilian casualties from Russian attacks
RU_2359,bG445DLlvRM,https://www.youtube.com/watch?v=bG445DLlvRM,الدخان المتصاعد عقب قصف الطائرات الروسية بلدة عندان بريف حلب الشمالي,2015-10-07T09:46:09.000Z,SMART News Agency - وكالة سمارت للأنباء,Anadan,عندان,36.2924395,37.041918,Smoke rising after shelling by Russian aircrafts on the Anadan town of Aleppo northern countryside.,Alleged civilian casualties from Russian attacks
RU_2360,Z8RTXE7MAg8,https://www.youtube.com/watch?v=Z8RTXE7MAg8,الطيران الروسي يشن غارات على قرى وبلدات ريف إدلب,2015-10-07T09:17:38.000Z,SMART News Agency - وكالة سمارت للأنباء,IDLIB,أدلب,35.9266549,36.6180588,Russian aircraft carry out air strikes on villages and towns in Idlib province.,Alleged civilian casualties from Russian attacks
RU_2361,-kYJ_PQX7GM,https://www.youtube.com/watch?v=-kYJ_PQX7GM,لحظة إطلاق الصواريح العنقودية ولحظة سقوطها على كفرزيتا بريف حماة 7 10 2015,2015-10-07T08:45:47.000Z,محمود الحموي-Mahmoud Alhamwi,KafrZita,كفر زيتا,35.373461,36.601458,The moment cluster bombs are fired and the moment they land on the Kafar Zeta area of Hama province.,Alleged civilian casualties from Russian attacks
RU_2362,XSutREHilyU,https://www.youtube.com/watch?v=XSutREHilyU,الطيران الحربي الروسي يقصف مدينة كفرزيتا بريف حماة 7 10 2015,2015-10-07T08:32:23.000Z,محمود الحموي-Mahmoud Alhamwi,KafrZita,كفر زيتا,35.373461,36.601458,Russian warplanes shell the Kafar Zeta city of Hama province.,Alleged civilian casualties from Russian attacks
RU_2363,nUIylqMR21w,https://www.youtube.com/watch?v=nUIylqMR21w,الطيران الروسي يقصف مدينة كفرزيتا بالصواريخ الفراغية 7 10 2015,2015-10-07T08:31:49.000Z,محمود الحموي-Mahmoud Alhamwi,KafrZita,كفر زيتا,35.373461,36.601458,Russian aircrafts shell Kafar Zeta city with vacuum missiles.,Alleged civilian casualties from Russian attacks
RU_2364,UofXOquacEU,https://www.youtube.com/watch?v=UofXOquacEU,الطيران الحربي الروسي يقصف قرية الصياد بريف حماة 7 10 2015,2015-10-07T08:31:27.000Z,محمود الحموي-Mahmoud Alhamwi,Alsayad,الصياد,35.399519,36.61947,Russian warplanes shell Al Saida village in Hama province.,Alleged civilian casualties from Russian attacks
RU_2365,VdFbP1ciTJ0,https://www.youtube.com/watch?v=VdFbP1ciTJ0,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة 7 10 2015,2015-10-07T08:31:07.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian warplanes shell the Lattameneh city of Hama province.,Alleged civilian casualties from Russian attacks
RU_2366,CdhrNU_7bI4,https://www.youtube.com/watch?v=CdhrNU_7bI4,الطيران الروسي يقصف مدينة اللطامنة بالصواريخ الفراغية 7 10 2015,2015-10-07T08:30:42.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian aircrafts shell Lattameneh city with vacuum missiles,Alleged civilian casualties from Russian attacks
RU_2367,eqVOlVGX1VM,https://www.youtube.com/watch?v=eqVOlVGX1VM,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة 7 10 2015,2015-10-07T05:38:12.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian warplanes shell the Lattameneh city of Hama province.,Alleged civilian casualties from Russian attacks
RU_2368,XGba1u7WJWc,https://www.youtube.com/watch?v=XGba1u7WJWc,مبنى البريد دمرته الطائرات الروسية,2015-10-06T22:00:14.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Poste building destroyed by Russian aircrafts.,Alleged civilian casualties from Russian attacks
RU_2369,KwL-XdSYL_c,https://www.youtube.com/watch?v=KwL-XdSYL_c,تلبيسة اصابة رجل و ابنائه نتيجة القصف العشوائي على المدينة 6 10 2015,2015-10-06T19:36:36.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talbiseh: A man and his sons wounded by random shelling on the city.,Alleged civilian casualties from Russian attacks
RU_2370,kUkcTi5xwbE,https://www.youtube.com/watch?v=kUkcTi5xwbE,تلبيسة اصابة طفل نيتجة القصف العشوائي على المدينة 6 10 2015,2015-10-06T19:33:54.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talbiseh: a wounded child as a result of random shelling on the city.,Alleged civilian casualties from Russian attacks
RU_2371,g8EMZAAr3KU,https://www.youtube.com/watch?v=g8EMZAAr3KU,تلبيسة اصابة طفلة صغيرة نتيجة القصف العشوائي 6 10 2015,2015-10-06T19:31:22.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talabiseh: a wounded little girl as a result of random shelling.,Alleged civilian casualties from Russian attacks
RU_2372,dOXlUC6uHK4,https://www.youtube.com/watch?v=dOXlUC6uHK4,تلبيسة جرحى نتيجة قصف على المدينة 6 10 2015,2015-10-06T19:27:43.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talbiseh: wounded as a result of shelling on the city.,Alleged civilian casualties from Russian attacks
RU_2373,WOHW1uGycp4,https://www.youtube.com/watch?v=WOHW1uGycp4,الطيران الروسي لأول مرة في سماء مدينة حلب,2015-10-06T17:20:37.000Z,SMART News Agency - وكالة سمارت للأنباء,ALEPPO,حلب,36.2065528,37.0785454,"Russian aviation for the first time in the sky of the city of Aleppo
",Alleged civilian casualties from Russian attacks
RU_2374,jpra-mXarzU,https://www.youtube.com/watch?v=jpra-mXarzU,عدسة ناشط لحظة إلقاء الطيران الروسي ستة قنابل فراغية على خان العسل في ريف حلب الغربي 2015/10/06,2015-10-06T16:08:15.000Z,Mohammed Rasoul,Khan al-Asl,خان العسل,36.1708275,37.037142, Activist lens the moment of Russian aviation throwing six vacuum bomb on Khan al assal  in the countryside west of Aleppo ,Alleged civilian casualties from Russian attacks
RU_2375,xDnq6ZfOL90,https://www.youtube.com/watch?v=xDnq6ZfOL90,قتيلان في ثلاث غارات للطيران الروسي على كفرعويد بجبل الزاوية,2015-10-06T12:32:14.000Z,SMART News Agency - وكالة سمارت للأنباء,Kafr aweed,كفر عويد,"35°37'46.15""N","36°27'19.34""E",Two killed in three Russian air strikes on Kuferawed in Al zawiya mountain ,Alleged civilian casualties from Russian attacks
RU_2376,5w0PJM-3_gA,https://www.youtube.com/watch?v=5w0PJM-3_gA,قنابل عنقودية ألقاها الطيران الروسي فوق ريف حلب الغربي,2015-10-06T12:21:25.000Z,abnhoran hariri,ALEPPO,حلب,36.2065528,37.0785454,cluster bombs was delivered by Russian aircraft flying over the western Aleppo countryside,Alleged civilian casualties from Russian attacks
RU_2377,skGAs6lq08s,https://www.youtube.com/watch?v=skGAs6lq08s,تلبيسة احد الاحياء السكنية التي استهدفتها الطائرات الروسية,2015-10-06T12:04:18.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,Talbiseh one residential neighborhoods targeted by Russian aircraft,Alleged civilian casualties from Russian attacks
RU_2378,qWYXPcIHUlI,https://www.youtube.com/watch?v=qWYXPcIHUlI,ست غارات للطائرات الروسية على قرى كنصفرة وكفرعويد بريف إدلب,2015-10-06T10:30:30.000Z,SMART News Agency - وكالة سمارت للأنباء,Kansafrah,كنصفرة,35.659545,36.484566,Six Russian air strike on the village Kncefrah Kafraoad countryside of Idlib,Alleged civilian casualties from Russian attacks
RU_2379,LXhuMe_uWRM,https://www.youtube.com/watch?v=LXhuMe_uWRM,قصف على كنصفرة وكفرعويد في ريف ادلب الجنوبي من قبل الطيران الروسي,2015-10-06T09:19:24.000Z,المركز الصحفي السوري-Syrian Press Centre,Kansafrah,كنصفرة,35.659545,36.484566,The bombing of Kancefrh and Kafraoad in the southern countryside of Idlib by the Russian Aviation,Alleged civilian casualties from Russian attacks
RU_2380,NRn5z6K1nDA,https://www.youtube.com/watch?v=NRn5z6K1nDA,قصف على كفرزيتا واللطامنة والزكاة بريف حماة الشمالي,2015-10-05T17:37:44.000Z,المركز الصحفي السوري-Syrian Press Centre,latamneh,اللطامنة,35.326749,36.601458,Bombing of Kafr Zita and Zakat  and Al-Latamina northern countryside Hama,Alleged civilian casualties from Russian attacks
RU_2381,TnBbKESMhKc,https://www.youtube.com/watch?v=TnBbKESMhKc,وكالة قاسيون| ريف دمشق: غارات بالطيران الحربي الروسي على بلدة دير العصافير 5-10-2015,2015-10-05T16:37:37.000Z,Qasion news agency,Deir al-Asafir,دير العصافير,33.4650336,36.4159012,Qassioun Agency| Damascus: Russian warplanes strikes on the town of Deir AL asafer,Alleged civilian casualties from Russian attacks
RU_2382,CZpcZG7Ywqg,https://www.youtube.com/watch?v=CZpcZG7Ywqg,العدوان الروسي يوقف مشفى بلا حدود بريف اللاذقية عن العمل,2015-10-04T19:59:17.000Z,الدرر الشامية-Dorar shamyeh media office,Jabal Turkman,جبل التركمان,35.7874449N,36.0372269E,Russian aggressor stops Medecins Sans Frontieres from working in Lattakia countryside,Alleged civilian casualties from Russian attacks
RU_2383,ZQ9mxy5vHWk,https://www.youtube.com/watch?v=ZQ9mxy5vHWk, تحليق للطيران الروسي في سماء ريف حمص الشمالي 4/10/2015,2015-10-04T18:23:18.000Z,شبكة صدى الثورة-Sada revolution network,HOMS,حمص,34.91639,36.733818, Russian warplanes flying in the skies of northern Homs,Alleged civilian casualties from Russian attacks
RU_2384,F6ewP-rxvDQ,https://www.youtube.com/watch?v=F6ewP-rxvDQ,جسر الشغور || 4-10-2015 || حجم الدمار التي خلفته الطائرات الروسية والسورية على المدينة,2015-10-04T17:45:06.000Z,مركز جسر الشغور الأعلامي-Jisr ash-Shughur media office,Jisr ash-Shughur,جسر الشغور,"35°48'45""N","36°19'16""E",Jeser al shghoor || 4-10-2015 || The scale of the devastation of Russian and Syrian aircraft over the city,Alleged civilian casualties from Russian attacks
RU_2385,_uNhFmPAqqU,https://www.youtube.com/watch?v=_uNhFmPAqqU,قصف قرية كفر حلب بالقنابل العنقودية من الطيران الروسي,2015-10-04T17:42:55.000Z,Shahed Ayan,Kafar Aleppo,كفر حلب,36.0596673,36.8707393,"bombing  the village of Kafr Halab with cluster bombs From the Russian aviation
",Alleged civilian casualties from Russian attacks
